iteration,rewards,learning rate,policy_loss,value_loss,entropy_loss
46,-21567.4,0.0002865,-0.0148922,115915,1.06524
47,-21647.7,0.0002862,-0.0272133,102050,0.973208
48,-20659,0.0002859,-0.0221074,101219,0.944446
49,-19497.9,0.0002856,-0.0425542,93592.3,1.09371
50,-19100.3,0.0002853,-0.048271,83883.7,0.839564
51,-19204.7,0.000285,-0.0376459,77034.7,0.997532
52,-19719.8,0.0002847,-0.00762605,72724.6,0.65572
53,-17929.2,0.0002844,-0.0133334,60887.4,0.910634
54,-17246,0.0002841,-0.0321819,63086,0.641247
55,-17197.7,0.0002838,-0.0317396,63569.1,0.773415
56,-17287,0.0002835,-0.0404377,49772.4,0.945276
57,-17477.4,0.0002832,-0.00758648,69732.7,0.753518
58,-18861.6,0.0002829,-0.0177045,66235,0.767767
59,-18435,0.0002826,-0.00496025,64535,0.496474
60,-18258.4,0.0002823,0.0032725,68385.2,0.778113
61,-18725.6,0.000282,-0.0174242,72614.1,0.765887
62,-18093.2,0.0002817,0.0101307,83040.5,0.689002
63,-17599.8,0.0002814,0.00429348,67849.3,0.815425
64,-17998.8,0.0002811,-0.0158739,67821.1,0.846283
65,-17585.6,0.0002808,-0.0232472,54918.4,0.742074
66,-16494.3,0.0002805,-0.00687951,49152.4,0.78765
67,-17291.7,0.0002802,-0.0253842,42226.7,0.875288
68,-16078.6,0.0002799,-0.0214316,49004.4,0.629118
69,-17028.8,0.0002796,0.00782279,64629.1,0.880656
70,-16352.6,0.0002793,0.0486726,49245.7,0.648833
71,-16696.9,0.000279,0.0080936,50269.2,0.821228
72,-16694.1,0.0002787,0.0133734,52888.9,0.919287
73,-17320.3,0.0002784,0.0241932,54689.5,0.873888
74,-17994,0.0002781,-0.0121889,66053.3,1.024
75,-17144.2,0.0002778,-0.0174033,49759.1,0.747313
76,-17844,0.0002775,-0.0301059,62955.7,0.852652
77,-17311.4,0.0002772,-0.0306635,53614.9,0.746845
78,-17241.6,0.0002769,-0.0282322,55039.2,0.916753
79,-18117.2,0.0002766,-0.0184483,67666.1,0.874875
80,-17445.5,0.0002763,-0.0146235,63124.8,0.659762
81,-18125.6,0.000276,-0.0128852,55641.6,0.63266
82,-17682.6,0.0002757,-0.00755605,49669.2,0.636545
83,-17650.8,0.0002754,-0.042781,50535.8,0.607661
84,-16644.2,0.0002751,-0.00409698,59431,0.794027
85,-16559.2,0.0002748,-0.0118758,46534.5,0.5679
86,-16344.3,0.0002745,0.0029221,46004.4,0.402749
87,-16967.9,0.0002742,0.00776412,46041.2,0.604223
88,-16076.6,0.0002739,0.00718485,32616.4,0.623725
89,-17127.1,0.0002736,0.012063,44751.6,0.520284
90,-16777.1,0.0002733,0.0951512,44703.2,0.593022
91,-16477.4,0.000273,-0.0147101,43570.7,0.527761
92,-15941,0.0002727,-0.00776722,29227,0.682421
93,-17163.3,0.0002724,-0.00698926,45844.5,0.727668
94,-16836.4,0.0002721,-0.012058,42434.3,0.752591
95,-17024.9,0.0002718,-0.0286908,48727.9,0.574322
96,-17126.9,0.0002715,-0.0219713,39762.3,0.493365
97,-16975.2,0.0002712,-0.00959044,50508.2,0.635271
98,-15655.6,0.0002709,-0.0654327,27386.2,0.580308
99,-16384.4,0.0002706,-0.0519911,42837.1,0.561398
100,-16090.6,0.0002703,-0.0276325,36245.2,0.716023
101,-15961.2,0.00027,0.0108911,38248.6,0.709558
