iteration,rewards,learning rate,policy_loss,value_loss,entropy_loss
91,-15673.7,0.000273,0.00653647,30745,0.816556
92,-15487.3,0.0002727,-0.0153655,33116.7,0.685317
93,-16017.1,0.0002724,-0.0119254,23285.1,0.611403
94,-15057.7,0.0002721,0.0249154,25578.8,0.592731
95,-15962.1,0.0002718,-0.0114061,28496.4,0.509783
96,-16619,0.0002715,-0.00600055,38960.9,0.512612
97,-16413.6,0.0002712,0.00114788,34319.2,0.610428
98,-16576.4,0.0002709,-0.0238967,37084.7,0.775568
99,-16289.1,0.0002706,-0.0157504,32808.8,0.632258
100,-16166.6,0.0002703,-0.0249402,33176.1,0.787839
